,,Bloomberg Ticker,N/A (index product),CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,,,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US,N/A,,,CRCL US,MU US,IVV US,EXOD US,TSLA US,NVDA US,SPY US,CRCL US,QQQ US,NVDA US,MRVL US,SPY US,HIMS US,SPCX US,QQQ US,MSTR US,GOOGL US,TSLA US,GOOGL US,FGRS US,FORD US,0,0,INTC US,PDD US,CURR US,ASML US,TSM US,SOFI US,MSTR US,AAPL US,ITOT US,MSFT US,EFA US,ARM US,SPCX US,IEMG US,TSM US,AMD US,IWF US,ORCL US,SOXX US,EEM US,SNDK US,TQQQ US,COIN US,META US,AVGO US,AMZN US
Timestamp,Date,Measure,Strategy PP Variable xStock,Circle Internet Group (Ondo Tokenized),Micron Technology (Ondo Tokenized),iShares Core S&P 500 ETF (Ondo Tokenized),Exodus Movement,Tesla xStock,NVIDIA (Ondo Tokenized),SPDR S&P 500 ETF (Ondo Tokenized),Circle xStock,Invesco QQQ (Ondo Tokenized),NVIDIA xStock,Marvell Technology (Ondo Tokenized),SP500 xStock,Hims & Hers Health (Ondo Tokenized),SpaceX xStock,Nasdaq xStock,MicroStrategy xStock,Alphabet Class A (Ondo Tokenized),Tesla (Ondo Tokenized),Alphabet xStock,FGRS,Forward Industries Inc.,WisdomTree 500 Digital Fund,iShares Core MSCI EAFE ETF (Ondo Tokenized),Intel (Ondo Tokenized),PDD Holdings (Ondo Tokenized),CURRENC Group Inc.,ASML xStock,TSMC xStock,SoFi Technologies (Ondo Tokenized),MicroStrategy (Ondo Tokenized),Apple (Ondo Tokenized),iShares Core S&P Total US Stock Market ETF (Ondo Tokenized),Microsoft (Ondo Tokenized),iShares MSCI EAFE ETF (Ondo Tokenized),Arm Holdings plc (Ondo Tokenized),SpaceX (Ondo Tokenized),iShares Core MSCI Emerging Markets ETF (Ondo Tokenized),Taiwan Semiconductor Manufacturing (Ondo Tokenized),AMD (Ondo Tokenized),iShares Russell 1000 Growth ETF (Ondo Tokenized),Oracle (Ondo Tokenized),iShares Semiconductor ETF (Ondo Tokenized),iShares MSCI Emerging Markets ETF (Ondo Tokenized),SanDisk (Ondo Tokenized),ProShares UltraPro QQQ (Ondo Tokenized),Coinbase (Ondo Tokenized),Meta Platforms (Ondo Tokenized),Broadcom (Ondo Tokenized),Amazon (Ondo Tokenized),All Others (483 Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67875E+12,14-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2508750.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773121.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67884E+12,15-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2493500.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811978.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67892E+12,16-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2537250.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2892941.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67901E+12,17-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2510000.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915470.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6791E+12,18-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2510000.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977154.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67918E+12,19-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2510000.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977154.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67927E+12,20-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2531000.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984822.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67936E+12,21-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2565500.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032126.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67944E+12,22-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2523350.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,3071620.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67953E+12,23-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2530850.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032193.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67962E+12,24-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2543850.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,2944571.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6797E+12,25-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2543850.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,2957638.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67979E+12,26-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2543850.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,2957638.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67988E+12,27-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2539600.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938440.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.67996E+12,28-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2534600.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880520.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68005E+12,29-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2570851.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927567.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68013E+12,30-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2586102.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,2967053.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68022E+12,31-03-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2625104.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003682.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68031E+12,01-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2625104.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033207.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68039E+12,02-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2625104.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033207.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68048E+12,03-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2633604.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021159.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68057E+12,04-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2619353.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981359.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68065E+12,05-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2611853.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945404.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68074E+12,06-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2622353.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949641.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68083E+12,07-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2622353.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955502.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68091E+12,08-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2622353.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955502.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.681E+12,09-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2622353.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955502.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68108E+12,10-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2624604.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956368.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68117E+12,11-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2623853.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,2982559.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68126E+12,12-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2612353.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996273.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68134E+12,13-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2649104.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025530.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68143E+12,14-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2644604.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,3032544.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68152E+12,15-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2644604.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040615.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6816E+12,16-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2644604.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040615.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68169E+12,17-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2652855.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,3037002.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68178E+12,18-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2655355.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,3015436.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68186E+12,19-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2654105.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003623.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68195E+12,20-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2638104.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952015.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68204E+12,21-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2640604.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922899.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68212E+12,22-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2640604.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910281.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68221E+12,23-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2640604.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910281.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68229E+12,24-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641604.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,2899714.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68238E+12,25-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2598602.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,3325572.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68247E+12,26-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2589102.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,3335247.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68255E+12,27-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2640104.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380444.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68264E+12,28-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2660355.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406317.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68273E+12,29-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2660355.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,3407963.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68281E+12,30-04-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2660355.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,3407963.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6829E+12,01-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2659605.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402143.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68299E+12,02-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2627854.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346743.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68307E+12,03-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2610603.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336956.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68316E+12,04-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2593352.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302417.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68324E+12,05-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641354.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383321.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68333E+12,06-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641354.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443798.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68342E+12,07-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641354.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443798.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6835E+12,08-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641354.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450814.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68359E+12,09-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2632604.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465030.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68368E+12,10-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2644854.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510478.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68376E+12,11-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2641354.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541965.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68385E+12,12-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2636629.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510389.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68394E+12,13-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2636629.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485413.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68402E+12,14-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2636629.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485413.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68411E+12,15-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2645379.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847662.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6842E+12,16-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2628454.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880345.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68428E+12,17-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2661100.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,4407729.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68437E+12,18-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2687101.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485326.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68445E+12,19-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2682351.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469268.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68454E+12,20-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2682351.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435865.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68463E+12,21-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2682351.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435865.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68471E+12,22-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2684426.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,4458699.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6848E+12,23-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2654724.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472625.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68489E+12,24-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2636498.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,4419704.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68497E+12,25-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2658045.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983435.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68506E+12,26-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2694724.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,5061758.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68515E+12,27-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2694724.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074102.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68523E+12,28-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2694724.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074102.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68532E+12,29-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2694724.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,5074102.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6854E+12,30-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2694952.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445170.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68549E+12,31-05-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2681976.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,5473132.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68558E+12,01-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2709478.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512465.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68566E+12,02-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2748001.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,5563195.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68575E+12,03-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2748001.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,5585461.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68584E+12,04-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2748001.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,5742488.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68592E+12,05-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2743479.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,5740354.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68601E+12,06-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2750468.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,5669332.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6861E+12,07-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2736542.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,5537066.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68618E+12,08-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2755569.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602217.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.68627E+12,09-06-2023,Bridged Token Value (Dollar),,,,,,,,,,,,,,,,,,,,,,,2758819.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,5637290.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
